,user_id,Класс,Занятие 1 (Тип),Занятие 1 (% просмотра),Занятие 2 (Тип),Занятие 2 (% просмотра),Занятие 3 (Тип),Занятие 3 (% просмотра),Занятие 4 (Тип),Занятие 4 (% просмотра),Занятие 5 (Тип),Занятие 5 (% просмотра),Занятие 6 (Тип),Занятие 6 (% просмотра),Занятие 7 (Тип),Занятие 7 (% просмотра),Занятие 8 (Тип),Занятие 8 (% просмотра),Занятие 9 (Тип),Занятие 9 (% просмотра),Занятие 10 (Тип),Занятие 10 (% просмотра),Занятие 11 (Тип),Занятие 11 (% просмотра),Занятие 12 (Тип),Занятие 12 (% просмотра),Занятие 13 (Тип),Занятие 13 (% просмотра),Занятие 14 (Тип),Занятие 14 (% просмотра),Занятие 15 (Тип),Занятие 15 (% просмотра),Занятие 16 (Тип),Занятие 16 (% просмотра),Занятие 17 (Тип),Занятие 17 (% просмотра),Занятие 18 (Тип),Занятие 18 (% просмотра),Занятие 19 (Тип),Занятие 19 (% просмотра),Занятие 20 (Тип),Занятие 20 (% просмотра),Занятие 21 (Тип),Занятие 21 (% просмотра)
191,666299,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
192,666307,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
193,666308,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
194,666400,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
195,666401,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
196,666405,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
197,666406,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
198,666412,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
199,666420,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
200,666426,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
201,666443,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
202,666452,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
203,666465,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
204,666473,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
205,666497,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
206,666506,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
207,666507,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
208,666509,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
209,666550,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
210,666552,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
211,666743,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
212,666755,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
213,666778,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
214,667261,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
215,668034,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
216,666250,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
217,666309,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
218,666310,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
219,666311,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
220,666381,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
221,666395,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
222,666404,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
223,666457,7 класс,Ролик,,Ролик,1.0,Ролик,1.0,Вебинар,1.0,Ролик,,Ролик,,Вебинар,0.078125,Ролик,,Ролик,,Вебинар,,Ролик,1.0,Ролик,1.0,Вебинар,1.0,Ролик,1.0,Ролик,1.0,Вебинар,1.0,Ролик,1.0,Ролик,1.0,Вебинар,1.0,,,,
224,666564,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
225,666570,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
226,666576,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
227,666617,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
228,666764,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
229,667003,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
230,667326,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
231,667391,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
232,667633,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
233,671405,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
234,671415,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
235,671416,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
236,671418,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
237,671423,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
238,671425,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
239,671426,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
240,671434,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
241,671435,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
242,671438,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
243,671441,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
244,671442,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
245,671447,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
246,671545,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
247,671547,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
248,671906,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
249,672279,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
250,666212,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
251,666312,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
252,666313,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
253,666314,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
254,666329,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
255,666330,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
256,666331,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
257,666332,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
258,666333,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
259,666335,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
260,666336,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
261,666356,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
262,666425,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
263,666432,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
264,666433,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
265,666434,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
266,666436,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
267,666445,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
268,666450,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
269,666461,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
270,666464,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
271,666466,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
272,666467,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
273,666469,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
274,666470,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
275,666472,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
276,666475,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
277,666478,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
278,666512,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
279,666526,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
280,666558,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
281,666560,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
282,666565,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
283,666566,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
284,666568,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
285,666569,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
286,666571,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
287,666572,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
288,666573,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
289,666574,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
290,666575,7 класс,Ролик,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,Ролик,,Ролик,,Вебинар,,,,,
