,user_id,users_course_id,action,created_at,updated_at,lesson_id
73,665767,449201,user_answer,2025-12-14 03:45:00,2025-12-14 03:45:00,
74,665767,449201,user_answer,2025-12-14 03:46:00,2025-12-14 03:46:00,
75,665767,449201,user_answer,2025-12-14 03:46:00,2025-12-14 03:46:00,
76,665767,449201,user_answer,2025-12-14 03:47:00,2025-12-14 03:47:00,
77,665767,449201,visit_video,2025-12-14 03:48:00,2025-12-14 03:48:00,
78,665767,449201,visit_video,2025-12-14 03:53:00,2025-12-14 03:53:00,
79,665767,449201,visit_video,2025-12-14 03:53:00,2025-12-14 03:53:00,
80,665767,449201,user_answer,2025-12-14 04:44:00,2025-12-14 04:44:00,
81,665767,449201,user_answer,2025-12-14 04:44:00,2025-12-14 04:44:00,
82,665767,449201,user_answer,2025-12-14 04:44:00,2025-12-14 04:44:00,
83,665767,449201,user_answer,2025-12-14 04:45:00,2025-12-14 04:45:00,
84,665767,449201,visit_video,2025-12-26 06:22:00,2025-12-26 06:22:00,
85,665767,449201,visit_video,2025-12-26 06:22:00,2025-12-26 06:22:00,
86,665767,449201,visit_video,2025-12-26 06:23:00,2025-12-26 06:23:00,
87,665767,449201,visit_video,2025-12-26 06:23:00,2025-12-26 06:23:00,
88,665767,449201,visit_video,2025-12-26 06:24:00,2025-12-26 06:24:00,
89,665767,449201,visit_video,2025-12-26 06:26:00,2025-12-26 06:26:00,
90,665767,449201,visit_video,2025-12-26 06:28:00,2025-12-26 06:28:00,
91,665767,449201,visit_video,2026-01-07 13:20:00,2026-01-07 13:20:00,
92,665767,449201,visit_video,2026-01-24 15:56:00,2026-01-24 15:56:00,
93,665767,449201,visit_video,2026-01-24 15:56:00,2026-01-24 15:56:00,
94,665767,449201,user_answer,2026-01-24 15:56:00,2026-01-24 15:56:00,
95,665767,449201,user_answer,2026-01-24 15:57:00,2026-01-24 15:57:00,
96,665767,449201,user_answer,2026-01-24 15:56:00,2026-01-24 15:56:00,
97,665767,449201,user_answer,2026-01-24 15:57:00,2026-01-24 15:57:00,
98,665767,449201,user_answer,2026-01-24 15:57:00,2026-01-24 15:57:00,
99,665767,449201,visit_video,2026-01-24 15:53:00,2026-01-24 15:53:00,
100,665767,449201,user_answer,2026-01-24 15:54:00,2026-01-24 15:54:00,
101,665767,449201,user_answer,2026-01-24 15:55:00,2026-01-24 15:55:00,
102,665767,449201,user_answer,2026-01-24 15:54:00,2026-01-24 15:54:00,
103,665767,449201,user_answer,2026-01-24 15:54:00,2026-01-24 15:54:00,
104,665767,449201,user_answer,2026-01-24 15:55:00,2026-01-24 15:55:00,
105,665767,449201,visit_video,2026-01-24 15:52:00,2026-01-24 15:52:00,
106,665767,449201,visit_video,2026-01-29 09:28:00,2026-01-29 09:28:00,
107,665767,449201,visit_video,2026-01-29 09:30:00,2026-01-29 09:30:00,
108,665767,449201,visit_video,2026-01-29 09:37:00,2026-01-29 09:37:00,
109,665767,449201,visit_video,2026-02-05 10:53:00,2026-02-05 10:53:00,
110,665767,449201,visit_video,2026-02-05 10:53:00,2026-02-05 10:53:00,
111,665767,449201,start_training,2026-02-01 06:58:00,2026-02-01 06:58:00,
112,665767,449201,visit_video,2026-02-22 11:54:00,2026-02-22 11:54:00,
113,665767,449201,visit_video,2026-02-22 11:54:00,2026-02-22 11:54:00,
114,665767,449201,visit_video,2026-02-22 11:54:00,2026-02-22 11:54:00,
115,665767,449201,visit_video,2026-02-22 11:54:00,2026-02-22 11:54:00,
116,665767,449201,visit_video,2026-02-24 03:40:00,2026-02-24 03:40:00,
117,665767,449201,visit_video,2026-02-24 03:46:00,2026-02-24 03:46:00,
118,665767,449201,visit_video,2026-02-24 03:49:00,2026-02-24 03:49:00,
119,665767,449201,visit_video,2026-02-24 03:58:00,2026-02-24 03:58:00,
120,665767,449201,visit_video,2026-02-24 04:00:00,2026-02-24 04:00:00,
121,665767,449201,visit_video,2026-02-24 04:00:00,2026-02-24 04:00:00,
122,665767,449201,visit_video,2026-02-24 04:06:00,2026-02-24 04:06:00,
123,665767,449201,visit_video,2026-02-24 04:08:00,2026-02-24 04:08:00,
124,665767,449201,visit_video,2026-02-24 04:09:00,2026-02-24 04:09:00,
125,665767,449201,visit_video,2026-02-24 04:20:00,2026-02-24 04:20:00,
126,665767,449201,visit_video,2026-03-12 13:16:00,2026-03-12 13:16:00,
127,665767,449201,user_answer,2026-03-12 13:16:00,2026-03-12 13:16:00,
128,665767,449201,user_answer,2026-03-12 13:16:00,2026-03-12 13:16:00,
129,665767,449201,user_answer,2026-03-12 13:17:00,2026-03-12 13:17:00,
130,665767,449201,user_answer,2026-03-12 13:17:00,2026-03-12 13:17:00,
131,665767,449201,user_answer,2026-03-12 13:17:00,2026-03-12 13:17:00,
132,665767,449201,visit_video,2026-03-12 13:18:00,2026-03-12 13:18:00,
133,665767,449201,visit_video,2026-03-12 13:18:00,2026-03-12 13:18:00,
134,665767,449201,visit_video,2026-03-12 13:19:00,2026-03-12 13:19:00,
135,665767,449201,visit_video,2026-03-12 13:19:00,2026-03-12 13:19:00,
136,665767,449201,visit_video,2026-03-12 13:20:00,2026-03-12 13:20:00,
137,665767,449201,visit_video,2026-03-12 13:20:00,2026-03-12 13:20:00,
138,665788,449474,visit_video,2025-10-14 05:40:00,2025-10-14 05:40:00,
139,665788,449474,visit_video,2025-10-14 05:44:00,2025-10-14 05:44:00,
140,665788,449474,visit_video,2025-10-14 05:46:00,2025-10-14 05:46:00,
141,665788,449355,visit_video,2025-10-14 05:49:00,2025-10-14 05:49:00,
142,665788,449355,visit_video,2025-10-14 05:49:00,2025-10-14 05:49:00,
143,665788,449355,visit_video,2025-10-14 05:50:00,2025-10-14 05:50:00,
144,665788,449474,visit_video,2025-10-18 00:57:00,2025-10-18 00:57:00,
145,665788,449474,visit_video,2025-10-21 22:16:00,2025-10-21 22:16:00,
146,665788,449474,visit_video,2025-10-21 22:16:00,2025-10-21 22:16:00,
147,665788,449474,visit_video,2025-10-21 22:17:00,2025-10-21 22:17:00,
148,665788,449474,user_answer,2025-10-21 22:22:00,2025-10-21 22:23:00,
149,665788,449474,user_answer,2025-10-21 22:24:00,2025-10-21 22:24:00,
150,665788,449474,user_answer,2025-10-21 22:24:00,2025-10-21 22:24:00,
151,665788,449474,user_answer,2025-10-21 22:25:00,2025-10-21 22:25:00,
152,665788,449474,user_answer,2025-10-21 22:25:00,2025-10-21 22:25:00,
153,665788,449355,visit_video,2025-10-21 22:27:00,2025-10-21 22:27:00,
154,665788,449355,visit_video,2025-10-21 22:27:00,2025-10-21 22:27:00,
155,665788,449355,user_answer,2025-10-21 22:27:00,2025-10-21 22:27:00,
156,665788,449355,user_answer,2025-10-22 07:04:00,2025-10-22 07:04:00,
157,665788,449355,user_answer,2025-10-22 07:05:00,2025-10-22 07:05:00,
158,665788,449474,visit_video,2025-10-27 09:22:00,2025-10-27 09:22:00,
159,665788,449474,visit_video,2025-10-27 09:22:00,2025-10-27 09:22:00,
160,665788,449474,visit_video,2025-11-08 07:05:00,2025-11-08 07:05:00,
161,665788,449474,visit_video,2025-11-08 07:07:00,2025-11-08 07:08:00,
162,665788,449474,visit_video,2025-11-08 07:18:00,2025-11-08 07:18:00,
163,665788,449474,visit_video,2025-11-08 07:21:00,2025-11-08 07:21:00,
164,665788,449474,user_answer,2025-11-08 07:21:00,2025-11-08 07:21:00,
165,665788,449474,user_answer,2025-11-08 07:21:00,2025-11-08 07:21:00,
166,665788,449474,user_answer,2025-11-08 07:22:00,2025-11-08 07:22:00,
167,665788,449474,user_answer,2025-11-08 07:23:00,2025-11-08 07:23:00,
168,665788,449474,user_answer,2025-11-08 07:23:00,2025-11-08 07:23:00,
169,665788,449474,visit_video,2025-11-08 07:24:00,2025-11-08 07:24:00,
170,665788,449474,visit_video,2025-11-08 07:24:00,2025-11-08 07:24:00,
171,665788,449474,visit_preparation_material,2025-11-08 07:25:00,2025-11-08 07:25:00,"5,514"
172,665788,449474,visit_preparation_material,2025-11-08 07:27:00,2025-11-08 07:27:00,"5,516"
173,665788,449474,visit_video,2025-11-08 07:27:00,2025-11-08 07:27:00,
174,665788,449474,user_answer,2025-11-08 07:28:00,2025-11-08 07:28:00,
175,665788,449474,visit_video,2025-11-18 09:42:00,2025-11-18 09:42:00,
176,665788,449474,visit_video,2025-11-18 09:42:00,2025-11-18 09:42:00,
177,665788,449474,visit_video,2025-11-18 09:43:00,2025-11-18 09:43:00,
178,665788,449474,visit_video,2025-11-18 09:44:00,2025-11-18 09:44:00,
179,665788,449474,user_answer,2025-11-18 09:44:00,2025-11-18 09:44:00,
180,665788,449474,user_answer,2025-11-18 09:45:00,2025-11-18 09:45:00,
181,665788,449474,user_answer,2025-11-18 09:46:00,2025-11-18 09:46:00,
182,665788,449474,user_answer,2025-11-18 09:47:00,2025-11-18 09:47:00,
183,665788,449474,user_answer,2025-11-18 09:47:00,2025-11-18 09:47:00,
184,665788,449474,user_answer,2025-11-18 09:49:00,2025-11-18 09:49:00,
185,665788,449474,user_answer,2025-11-18 09:50:00,2025-11-18 09:50:00,
186,665788,449474,user_answer,2025-11-18 09:51:00,2025-11-18 09:51:00,
187,665788,449474,user_answer,2025-11-18 09:52:00,2025-11-18 09:52:00,
188,665788,449355,visit_video,2025-11-18 09:53:00,2025-11-18 09:53:00,
189,665788,449355,visit_video,2025-11-18 09:53:00,2025-11-18 09:53:00,
190,665788,449355,visit_video,2025-11-18 09:53:00,2025-11-18 09:53:00,
191,665788,449355,user_answer,2025-11-18 09:54:00,2025-11-18 09:54:00,
192,665788,449355,user_answer,2025-11-18 09:55:00,2025-11-18 09:55:00,
193,665788,449355,user_answer,2025-11-18 09:56:00,2025-11-18 09:56:00,
194,665788,449355,user_answer,2025-11-18 09:56:00,2025-11-18 09:56:00,
195,665788,449355,user_answer,2025-11-18 09:57:00,2025-11-18 09:57:00,
196,665788,449355,visit_video,2025-11-18 09:59:00,2025-11-18 09:59:00,
197,665788,449355,visit_video,2025-11-18 09:59:00,2025-11-18 09:59:00,
198,665788,449355,user_answer,2025-11-18 10:00:00,2025-11-18 10:00:00,
199,665788,449355,user_answer,2025-11-18 10:01:00,2025-11-18 10:01:00,
200,665788,449355,user_answer,2025-11-18 10:02:00,2025-11-18 10:02:00,
201,665788,449355,user_answer,2025-11-18 10:06:00,2025-11-18 10:06:00,
202,665788,449355,user_answer,2025-11-18 10:06:00,2025-11-18 10:06:00,
203,665788,449355,visit_video,2025-11-18 10:07:00,2025-11-18 10:07:00,
204,665788,449355,visit_video,2025-11-18 10:07:00,2025-11-18 10:07:00,
205,665788,449355,visit_video,2025-11-18 10:07:00,2025-11-18 10:07:00,
206,665788,449355,user_answer,2025-11-18 10:08:00,2025-11-18 10:08:00,
207,665788,449355,user_answer,2025-11-18 10:09:00,2025-11-18 10:09:00,
208,665788,449355,user_answer,2025-11-18 10:10:00,2025-11-18 10:10:00,
209,665788,449355,user_answer,2025-11-18 10:10:00,2025-11-18 10:10:00,
210,665788,449355,user_answer,2025-11-18 10:11:00,2025-11-18 10:11:00,
211,665788,449474,visit_video,2025-12-05 07:06:00,2025-12-05 07:06:00,
212,665788,449474,visit_video,2025-12-05 07:06:00,2025-12-05 07:06:00,
213,665788,449474,visit_video,2025-12-05 07:06:00,2025-12-05 07:06:00,
214,665788,449474,visit_video,2026-01-12 10:28:00,2026-01-12 10:28:00,
215,665788,449474,visit_video,2026-01-12 10:28:00,2026-01-12 10:28:00,
216,665788,449474,user_answer,2026-01-12 10:30:00,2026-01-12 10:30:00,
217,665788,449474,user_answer,2026-01-12 10:30:00,2026-01-12 10:30:00,
218,665788,449355,user_answer,2026-01-12 10:36:00,2026-01-12 10:36:00,
219,665788,449474,user_answer,2026-01-12 10:31:00,2026-01-12 10:31:00,
220,665788,449355,visit_video,2026-01-12 10:37:00,2026-01-12 10:37:00,
221,665788,449355,user_answer,2026-01-12 10:38:00,2026-01-12 10:38:00,
222,665788,449355,user_answer,2026-01-12 10:38:00,2026-01-12 10:38:00,
223,665788,449355,user_answer,2026-01-12 10:40:00,2026-01-12 10:40:00,
224,665788,449474,visit_video,2026-01-12 10:31:00,2026-01-12 10:31:00,
225,665788,449474,visit_video,2026-01-12 10:32:00,2026-01-12 10:32:00,
226,665788,449355,user_answer,2026-01-12 10:42:00,2026-01-12 10:42:00,
227,665788,449355,visit_video,2026-01-12 10:43:00,2026-01-12 10:43:00,
228,665788,449355,visit_video,2026-01-12 10:43:00,2026-01-12 10:43:00,
229,665788,449355,visit_video,2026-01-12 10:43:00,2026-01-12 10:43:00,
230,665788,449474,visit_video,2026-01-12 10:32:00,2026-01-12 10:32:00,
231,665788,449355,user_answer,2026-01-12 10:38:00,2026-01-12 10:38:00,
232,665788,449355,user_answer,2026-01-12 10:39:00,2026-01-12 10:39:00,
233,665788,449355,visit_video,2026-01-12 10:40:00,2026-01-12 10:40:00,
234,665788,449474,visit_video,2026-01-12 10:33:00,2026-01-12 10:33:00,
235,665788,449355,visit_video,2026-01-12 10:34:00,2026-01-12 10:34:00,
236,665788,449355,user_answer,2026-01-12 10:36:00,2026-01-12 10:36:00,
237,665788,449474,visit_video,2026-01-12 10:33:00,2026-01-12 10:33:00,
238,665788,449355,user_answer,2026-01-12 10:39:00,2026-01-12 10:39:00,
239,665788,449355,visit_video,2026-01-12 10:40:00,2026-01-12 10:40:00,
240,665788,449355,user_answer,2026-01-12 10:36:00,2026-01-12 10:36:00,
241,665788,449355,user_answer,2026-01-12 10:37:00,2026-01-12 10:37:00,
242,665788,449355,visit_video,2026-01-12 10:37:00,2026-01-12 10:37:00,
243,665788,449355,user_answer,2026-01-12 10:41:00,2026-01-12 10:41:00,
244,665788,449355,visit_video,2026-01-12 10:34:00,2026-01-12 10:34:00,
245,665788,449355,visit_video,2026-01-12 10:34:00,2026-01-12 10:34:00,
246,665788,449355,user_answer,2026-01-12 10:35:00,2026-01-12 10:35:00,
247,665788,449355,visit_video,2026-01-12 10:37:00,2026-01-12 10:37:00,
248,665788,449355,visit_video,2026-01-12 10:39:00,2026-01-12 10:39:00,
249,665788,449355,user_answer,2026-01-12 10:40:00,2026-01-12 10:40:00,
250,665788,449355,user_answer,2026-01-12 10:41:00,2026-01-12 10:41:00,
251,665788,449355,visit_video,2026-01-12 10:43:00,2026-01-12 10:43:00,
252,665788,449355,visit_video,2026-01-12 10:43:00,2026-01-12 10:43:00,
253,665788,449355,user_answer,2026-01-12 10:43:00,2026-01-12 10:43:00,
254,665788,449355,user_answer,2026-01-12 10:44:00,2026-01-12 10:44:00,
255,665788,449355,user_answer,2026-01-12 10:44:00,2026-01-12 10:44:00,
256,665788,449355,user_answer,2026-01-12 10:45:00,2026-01-12 10:45:00,
257,665788,449355,user_answer,2026-01-12 10:45:00,2026-01-12 10:45:00,
258,665788,449355,visit_video,2026-01-12 10:46:00,2026-01-12 10:46:00,
259,665788,449355,visit_video,2026-01-12 10:46:00,2026-01-12 10:46:00,
260,665788,449355,visit_video,2026-01-12 10:46:00,2026-01-12 10:46:00,
261,665788,449355,user_answer,2026-01-12 10:47:00,2026-01-12 10:47:00,
262,665788,449474,visit_video,2026-01-12 10:25:00,2026-01-12 10:25:00,
263,665788,449474,visit_video,2026-01-12 10:26:00,2026-01-12 10:26:00,
264,665788,449474,visit_video,2026-01-12 10:26:00,2026-01-12 10:26:00,
265,665788,449474,user_answer,2026-01-12 10:26:00,2026-01-12 10:26:00,
266,665788,449474,user_answer,2026-01-12 10:27:00,2026-01-12 10:27:00,
267,665788,449474,user_answer,2026-01-12 10:27:00,2026-01-12 10:27:00,
268,665788,449474,user_answer,2026-01-12 10:29:00,2026-01-12 10:29:00,
269,665788,449474,visit_video,2026-01-12 10:31:00,2026-01-12 10:31:00,
270,665788,449474,visit_video,2026-01-12 10:31:00,2026-01-12 10:31:00,
271,665788,449474,visit_video,2026-01-12 10:32:00,2026-01-12 10:32:00,
272,665788,449474,visit_video,2026-01-12 10:33:00,2026-01-12 10:33:00,
273,665788,449474,user_answer,2026-01-12 10:27:00,2026-01-12 10:27:00,
274,665788,449474,user_answer,2026-01-12 10:29:00,2026-01-12 10:29:00,
275,665788,449474,visit_video,2026-02-08 11:16:00,2026-02-08 11:16:00,
276,665788,449474,visit_video,2026-02-08 11:16:00,2026-02-08 11:16:00,
277,665788,449474,visit_video,2026-02-08 11:16:00,2026-02-08 11:16:00,
278,665788,449474,visit_video,2026-02-08 11:16:00,2026-02-08 11:16:00,
279,667623,463351,visit_video,2025-11-23 16:40:00,2025-11-23 16:40:00,
280,667623,463351,visit_preparation_material,2025-11-29 17:47:00,2025-11-29 17:47:00,"5,510"
281,667623,463351,visit_video,2025-11-29 17:49:00,2025-11-29 17:49:00,
282,667623,463351,visit_video,2025-11-29 18:35:00,2025-11-29 18:35:00,
283,667623,463351,user_answer,2025-11-29 18:24:00,2025-11-29 18:24:00,
284,667623,463351,user_answer,2025-11-29 18:25:00,2025-11-29 18:25:00,
285,667623,463351,user_answer,2025-11-29 18:27:00,2025-11-29 18:27:00,
286,667623,463351,visit_preparation_material,2025-11-29 18:43:00,2025-11-29 18:43:00,"5,512"
287,667623,463351,user_answer,2025-11-29 18:23:00,2025-11-29 18:23:00,
288,667623,463351,user_answer,2025-11-29 18:23:00,2025-11-29 18:23:00,
289,667623,463351,visit_video,2025-12-01 18:05:00,2025-12-01 18:05:00,
290,667623,463351,user_answer,2025-12-01 18:12:00,2025-12-01 18:12:00,
291,667623,463351,user_answer,2025-12-01 18:15:00,2025-12-01 18:15:00,
292,667623,463351,visit_video,2025-12-01 18:16:00,2025-12-01 18:16:00,
293,667623,463351,user_answer,2025-12-01 18:22:00,2025-12-01 18:22:00,
294,667623,463351,visit_video,2025-12-01 18:13:00,2025-12-01 18:13:00,
295,667623,463351,user_answer,2025-12-01 18:14:00,2025-12-01 18:14:00,
296,667623,463351,user_answer,2025-12-01 18:16:00,2025-12-01 18:16:00,
297,667623,463351,visit_video,2025-12-01 18:16:00,2025-12-01 18:16:00,
298,667623,463351,visit_video,2025-12-01 18:16:00,2025-12-01 18:16:00,
299,667623,463351,visit_video,2025-12-01 17:59:00,2025-12-01 17:59:00,
300,667623,463351,visit_video,2025-12-01 18:44:00,2025-12-01 18:44:00,
301,667623,463351,visit_video,2025-11-30 16:06:00,2025-11-30 16:06:00,
302,667623,463351,user_answer,2025-11-30 16:14:00,2025-11-30 16:14:00,
303,667623,463351,user_answer,2025-11-30 16:14:00,2025-11-30 16:14:00,
304,667623,463351,user_answer,2025-11-30 16:14:00,2025-11-30 16:14:00,
305,667623,463351,visit_video,2025-11-27 18:37:00,2025-11-27 18:37:00,
306,667623,463351,visit_video,2025-11-27 18:44:00,2025-11-27 18:44:00,
307,667623,463351,user_answer,2025-11-30 16:13:00,2025-11-30 16:13:00,
308,667623,463351,user_answer,2025-11-30 16:14:00,2025-11-30 16:14:00,
309,667623,463351,visit_video,2025-11-30 16:15:00,2025-11-30 16:15:00,
310,667623,463351,visit_video,2025-11-30 16:16:00,2025-11-30 16:16:00,
311,667623,463351,visit_video,2025-12-07 13:30:00,2025-12-07 13:30:00,
312,667623,463351,user_answer,2025-12-07 14:02:00,2025-12-07 14:02:00,
313,667623,463351,user_answer,2025-12-07 14:02:00,2025-12-07 14:02:00,
314,667623,463351,visit_video,2025-12-07 13:54:00,2025-12-07 13:54:00,
315,667623,463351,user_answer,2025-12-07 14:02:00,2025-12-07 14:02:00,
316,667623,463351,user_answer,2025-12-07 14:02:00,2025-12-07 14:02:00,
317,667623,463351,visit_video,2025-12-05 17:52:00,2025-12-05 17:52:00,
318,667623,463351,visit_video,2025-12-05 17:59:00,2025-12-05 17:59:00,
319,667623,463351,user_answer,2025-12-05 18:06:00,2025-12-05 18:06:00,
320,667623,463351,user_answer,2025-12-05 18:06:00,2025-12-05 18:06:00,
321,667623,463351,user_answer,2025-12-05 18:06:00,2025-12-05 18:06:00,
322,667623,463351,visit_video,2025-12-05 18:07:00,2025-12-05 18:07:00,
323,667623,463351,user_answer,2025-12-05 18:55:00,2025-12-05 18:55:00,
324,667623,463351,user_answer,2025-12-05 18:55:00,2025-12-05 18:55:00,
325,667623,463351,visit_video,2025-12-12 19:02:00,2025-12-12 19:02:00,
326,667623,463351,user_answer,2025-12-12 19:58:00,2025-12-12 19:58:00,
327,667623,463351,visit_video,2025-12-12 19:59:00,2025-12-12 19:59:00,
328,667623,463351,visit_video,2025-12-12 20:06:00,2025-12-12 20:06:00,
329,667623,463351,visit_video,2025-12-12 20:13:00,2025-12-12 20:13:00,
330,667623,463351,visit_video,2025-12-14 17:31:00,2025-12-14 17:31:00,
331,667623,463351,user_answer,2025-12-14 17:33:00,2025-12-14 17:33:00,
332,667623,463351,user_answer,2025-12-14 17:34:00,2025-12-14 17:34:00,
333,667623,463351,user_answer,2025-12-14 17:35:00,2025-12-14 17:35:00,
334,667623,463351,user_answer,2025-12-14 17:35:00,2025-12-14 17:35:00,
335,667623,463351,visit_video,2025-12-14 17:40:00,2025-12-14 17:40:00,
336,667623,463351,visit_video,2025-12-14 17:50:00,2025-12-14 17:50:00,
337,667623,463351,visit_video,2025-12-14 18:03:00,2025-12-14 18:03:00,
338,667623,463351,visit_video,2025-12-14 18:10:00,2025-12-14 18:10:00,
339,667623,463351,visit_video,2025-12-17 17:36:00,2025-12-17 17:36:00,
340,667623,463351,visit_video,2025-12-17 17:36:00,2025-12-17 17:36:00,
341,667623,463351,visit_video,2025-12-17 17:37:00,2025-12-17 17:37:00,
342,667623,463351,user_answer,2025-12-28 17:40:00,2025-12-28 17:40:00,
343,667623,463351,visit_video,2025-12-28 17:46:00,2025-12-28 17:46:00,
344,667623,463351,visit_video,2025-12-28 17:55:00,2025-12-28 17:55:00,
345,667623,463351,user_answer,2025-12-28 17:29:00,2025-12-28 17:29:00,
